insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T1', 15, 'S241', 'G8', 'P1');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T92', 14, 'S67', 'G8', 'P92');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T93', 12, 'S10', 'G1', 'P93');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T94', 12, 'S244', 'G6', 'P94');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T95', 13, 'S197', 'G10', 'P95');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T96', 13, 'S292', 'G4', 'P96');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T97', 14, 'S267', 'G7', 'P97');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T98', 14, 'S193', 'G2', 'P98');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T99', 13, 'S179', 'G8', 'P99');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T100', 14, 'S309', 'G3', 'P100');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T101', 14, 'S276', 'G3', 'P101');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T102', 14, 'S214', 'G1', 'P102');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T103', 13, 'S121', 'G6', 'P103');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T104', 12, 'S294', 'G10', 'P104');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T105', 13, 'S186', 'G5', 'P105');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T106', 15, 'S218', 'G4', 'P106');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T107', 12, 'S131', 'G9', 'P107');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T108', 14, 'S346', 'G8', 'P108');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T109', 15, 'S35', 'G2', 'P109');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T110', 14, 'S339', 'G7', 'P110');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T111', 13, 'S332', 'G3', 'P111');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T112', 13, 'S147', 'G10', 'P112');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T113', 14, 'S63', 'G6', 'P113');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T114', 15, 'S240', 'G1', 'P114');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T115', 13, 'S98', 'G8', 'P115');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T116', 13, 'S47', 'G9', 'P116');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T117', 14, 'S89', 'G4', 'P117');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T118', 12, 'S67', 'G2', 'P118');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T119', 13, 'S303', 'G1', 'P119');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T120', 14, 'S202', 'G5', 'P120');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T121', 13, 'S174', 'G10', 'P121');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T122', 14, 'S197', 'G7', 'P122');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T123', 13, 'S5', 'G2', 'P123');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T124', 15, 'S325', 'G3', 'P124');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T125', 15, 'S332', 'G6', 'P125');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T126', 15, 'S58', 'G8', 'P126');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T127', 13, 'S79', 'G9', 'P127');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T128', 14, 'S252', 'G5', 'P128');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T129', 14, 'S24', 'G1', 'P129');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T130', 12, 'S76', 'G7', 'P130');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T131', 13, 'S100', 'G4', 'P131');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T132', 12, 'S306', 'G3', 'P132');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T133', 15, 'S335', 'G10', 'P133');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T134', 14, 'S240', 'G2', 'P134');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T135', 15, 'S272', 'G9', 'P135');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T136', 12, 'S23', 'G6', 'P136');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T137', 15, 'S69', 'G5', 'P137');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T138', 13, 'S223', 'G4', 'P138');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T139', 12, 'S209', 'G1', 'P139');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T140', 14, 'S59', 'G3', 'P140');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T141', 15, 'S112', 'G6', 'P141');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T142', 13, 'S28', 'G2', 'P142');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T143', 12, 'S296', 'G10', 'P143');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T144', 15, 'S206', 'G7', 'P144');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T145', 14, 'S228', 'G3', 'P145');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T146', 14, 'S253', 'G8', 'P146');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T147', 12, 'S278', 'G1', 'P147');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T148', 14, 'S83', 'G6', 'P148');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T149', 14, 'S135', 'G10', 'P149');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T150', 14, 'S269', 'G5', 'P150');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T151', 15, 'S23', 'G9', 'P151');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T152', 15, 'S301', 'G7', 'P152');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T153', 14, 'S148', 'G3', 'P153');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T154', 14, 'S327', 'G2', 'P154');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T155', 12, 'S29', 'G10', 'P155');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T156', 12, 'S317', 'G6', 'P156');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T157', 14, 'S243', 'G8', 'P157');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T158', 13, 'S180', 'G5', 'P158');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T159', 14, 'S226', 'G1', 'P159');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T160', 14, 'S76', 'G4', 'P160');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T161', 15, 'S148', 'G10', 'P161');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T162', 15, 'S56', 'G3', 'P162');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T163', 12, 'S286', 'G9', 'P163');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T164', 15, 'S177', 'G8', 'P164');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T165', 15, 'S112', 'G2', 'P165');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T166', 12, 'S250', 'G7', 'P166');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T167', 15, 'S142', 'G1', 'P167');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T168', 14, 'S88', 'G6', 'P168');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T169', 14, 'S109', 'G5', 'P169');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T170', 14, 'S181', 'G9', 'P170');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T171', 12, 'S328', 'G4', 'P171');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T172', 15, 'S2', 'G2', 'P172');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T173', 14, 'S287', 'G8', 'P173');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T174', 14, 'S45', 'G10', 'P174');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T175', 15, 'S330', 'G7', 'P175');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T176', 13, 'S41', 'G6', 'P176');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T177', 14, 'S100', 'G3', 'P177');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T178', 13, 'S173', 'G2', 'P178');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T179', 13, 'S177', 'G9', 'P179');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T180', 13, 'S122', 'G1', 'P180');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T181', 13, 'S238', 'G8', 'P181');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T182', 12, 'S297', 'G4', 'P182');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T183', 13, 'S201', 'G10', 'P183');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T184', 12, 'S22', 'G6', 'P184');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T185', 12, 'S177', 'G5', 'P185');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T186', 12, 'S265', 'G8', 'P186');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T187', 13, 'S5', 'G3', 'P187');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T188', 15, 'S61', 'G9', 'P188');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T189', 13, 'S237', 'G4', 'P189');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T190', 15, 'S176', 'G1', 'P190');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T191', 12, 'S113', 'G2', 'P191');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T192', 15, 'S36', 'G7', 'P192');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T193', 14, 'S154', 'G6', 'P193');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T194', 14, 'S10', 'G3', 'P194');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T195', 15, 'S339', 'G10', 'P195');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T196', 12, 'S12', 'G5', 'P196');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T197', 15, 'S30', 'G8', 'P197');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T198', 15, 'S50', 'G2', 'P198');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T199', 14, 'S154', 'G9', 'P199');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T200', 14, 'S200', 'G4', 'P200');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T201', 12, 'S32', 'G1', 'P201');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T202', 15, 'S87', 'G1', 'P202');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T203', 12, 'S338', 'G2', 'P203');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T204', 14, 'S208', 'G3', 'P204');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T205', 14, 'S234', 'G4', 'P205');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T206', 14, 'S287', 'G5', 'P206');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T207', 13, 'S85', 'G6', 'P207');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T208', 13, 'S258', 'G7', 'P208');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T209', 15, 'S108', 'G8', 'P209');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T210', 12, 'S203', 'G9', 'P210');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T211', 14, 'S269', 'G10', 'P211');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T212', 13, 'S272', 'G1', 'P212');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T213', 13, 'S330', 'G2', 'P213');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T214', 13, 'S29', 'G3', 'P214');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T215', 14, 'S113', 'G4', 'P215');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T216', 14, 'S88', 'G5', 'P216');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T217', 13, 'S166', 'G6', 'P217');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T218', 14, 'S33', 'G7', 'P218');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T219', 13, 'S278', 'G8', 'P219');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T220', 12, 'S295', 'G9', 'P220');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T221', 14, 'S116', 'G10', 'P221');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T222', 13, 'S219', 'G1', 'P222');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T223', 15, 'S187', 'G2', 'P223');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T224', 15, 'S269', 'G3', 'P224');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T225', 13, 'S153', 'G4', 'P225');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T226', 15, 'S189', 'G5', 'P226');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T227', 13, 'S263', 'G6', 'P227');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T228', 15, 'S313', 'G7', 'P228');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T229', 15, 'S32', 'G8', 'P229');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T230', 14, 'S314', 'G9', 'P230');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T231', 14, 'S178', 'G10', 'P231');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T232', 12, 'S184', 'G1', 'P232');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T233', 15, 'S331', 'G2', 'P233');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T234', 12, 'S285', 'G3', 'P234');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T235', 13, 'S151', 'G4', 'P235');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T236', 13, 'S64', 'G5', 'P236');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T237', 14, 'S203', 'G6', 'P237');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T238', 15, 'S181', 'G7', 'P238');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T239', 13, 'S72', 'G8', 'P239');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T240', 14, 'S145', 'G9', 'P240');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T241', 14, 'S57', 'G10', 'P241');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T242', 12, 'S227', 'G1', 'P242');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T243', 14, 'S144', 'G2', 'P243');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T244', 14, 'S212', 'G3', 'P244');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T245', 13, 'S86', 'G4', 'P245');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T246', 12, 'S47', 'G5', 'P246');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T247', 12, 'S116', 'G6', 'P247');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T248', 15, 'S153', 'G7', 'P248');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T249', 15, 'S89', 'G8', 'P249');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T250', 12, 'S96', 'G9', 'P250');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T251', 12, 'S124', 'G10', 'P251');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T252', 15, 'S34', 'G1', 'P252');
insert into ticket (ticket_id, price, schedule_id, member_id, payment_id) values ('T253', 13, 'S147', 'G2', 'P253');
